id,name_en,name_ar,status,parent_id,isleaf,created_at,updated_at,deleted_at,profile_id,reason,type,created_by
441,Fixed,ثابتة,approved,438,1,2021-02-05 01:33:24,2021-02-05 01:33:24,NULL,NULL,NULL,products,NULL
442,Moving,متحركة,approved,438,1,2021-02-05 01:33:41,2021-02-05 01:33:41,NULL,NULL,NULL,products,NULL
443,External Pharmacy,الصيدلية الخارجية,approved,439,1,2021-02-05 01:34:49,2021-02-05 01:34:49,NULL,NULL,NULL,products,NULL
444,In-house pharmacy,الصيدلية الداخلية,approved,439,1,2021-02-05 01:35:24,2021-02-05 01:35:24,NULL,NULL,NULL,products,NULL
445,Medical materials,المعدات الطبية,approved,439,1,2021-02-05 01:36:03,2021-02-05 01:36:03,NULL,NULL,NULL,products,NULL
446,Shelves for warehouses,ارفف مستودعات,approved,440,1,2021-02-05 01:36:32,2021-02-05 01:36:32,NULL,NULL,NULL,products,NULL
447,Other,أخرى,approved,440,1,2021-02-05 01:37:05,2021-06-10 18:39:16,NULL,NULL,NULL,products,NULL
448,stroller,العربات,approved,376,1,2021-02-05 01:37:31,2021-02-05 01:37:31,NULL,NULL,NULL,products,NULL
449,Emergency,الطوارئ,approved,448,1,2021-02-05 01:37:49,2021-02-05 01:37:49,NULL,NULL,NULL,products,NULL
450,Manufacturing,التصنيع,approved,448,1,2021-02-05 01:38:03,2021-02-05 01:38:03,NULL,NULL,NULL,products,NULL
451,Medicine,عربة الأدوية,approved,448,1,2021-02-05 01:38:20,2021-02-05 01:38:20,NULL,NULL,NULL,products,NULL
452,Service,الخدمة,approved,448,1,2021-02-05 01:38:36,2021-02-05 01:38:36,NULL,NULL,NULL,products,NULL
453,Steinels Steel Cars,عربات ستاينلس ستيل,approved,448,1,2021-02-05 01:38:54,2021-02-05 01:38:54,NULL,NULL,NULL,products,NULL
454,Tables,طاولات,approved,376,1,2021-02-05 01:39:06,2021-02-05 01:39:06,NULL,NULL,NULL,products,NULL
455,Family food service,خدمة الطعام للاسرة,approved,454,1,2021-02-05 01:39:22,2021-02-05 01:39:22,NULL,NULL,NULL,products,NULL
456,Medical tables,طاولات طبية,approved,454,1,2021-02-05 01:39:38,2021-02-05 01:39:38,NULL,NULL,NULL,products,NULL
457,Other,أخرى,approved,454,1,2021-02-05 01:40:01,2021-06-10 18:39:41,NULL,NULL,NULL,products,NULL
458,Upper unit of the bed,الوحدة العلوية للسرير,approved,376,1,2021-02-05 01:40:19,2021-02-05 01:40:19,NULL,NULL,NULL,products,NULL
459,Pharmacy,الصيدلية,approved,3,1,2021-02-05 01:42:45,2021-02-05 01:42:45,NULL,NULL,NULL,products,NULL
460,Accessories,مستلزمات,approved,459,1,2021-02-05 01:43:07,2021-02-05 01:43:07,NULL,NULL,NULL,products,NULL
461,Care and Beauty,العناية و الجمال,approved,459,1,2021-02-05 01:43:24,2021-02-05 01:43:24,NULL,NULL,NULL,products,NULL
462,Drug medications and treatments,الادويه  المخدرة و العلاجات,approved,459,1,2021-02-05 01:43:46,2021-02-05 01:43:46,NULL,NULL,NULL,products,NULL
463,Vitamins and supplements,الفيتامينات و المكملات الغذائية,approved,459,1,2021-02-05 01:44:02,2021-02-05 01:44:02,NULL,NULL,NULL,products,NULL
464,Medical equipment,الاجهزة و المعدات الطبية,approved,460,1,2021-02-05 01:44:38,2021-02-05 01:44:38,NULL,NULL,NULL,products,NULL
465,Shaving tools,ادوات الحلاقة,approved,460,1,2021-02-05 01:44:57,2021-02-05 01:44:57,NULL,NULL,NULL,products,NULL
466,Sugar appliances,اجهزة السكر,approved,460,1,2021-02-05 01:45:17,2021-02-05 01:45:17,NULL,NULL,NULL,products,NULL
467,Other,أخرى,approved,460,1,2021-02-05 01:45:31,2021-06-10 18:39:59,NULL,NULL,NULL,products,NULL
468,Body care,العناية بالجسم,approved,461,1,2021-02-05 01:45:49,2021-02-05 01:45:49,NULL,NULL,NULL,products,NULL
469,Caring for the child and mother,العناية بالطفل و الام,approved,461,1,2021-02-05 01:46:08,2021-02-05 01:46:08,NULL,NULL,NULL,products,NULL
470,Cosmetics,أدوات التجميل,approved,461,1,2021-02-05 01:46:30,2021-02-05 01:46:30,NULL,NULL,NULL,products,NULL
471,Hair Care,العناية بالشعر,approved,461,1,2021-02-05 01:46:45,2021-02-05 01:46:45,NULL,NULL,NULL,products,NULL
472,Oral and dental care,العناية بالفم و الاسنان,approved,461,1,2021-02-05 01:47:03,2021-02-05 01:47:03,NULL,NULL,NULL,products,NULL
473,Skin care,العناية بالبشرة,approved,461,1,2021-02-05 01:47:23,2021-02-05 01:47:23,NULL,NULL,NULL,products,NULL
474,Children's and newborns' medicines,ادوية الاطفال و المواليد,approved,462,1,2021-02-05 01:47:43,2021-02-05 01:47:43,NULL,NULL,NULL,products,NULL
475,Eye and ear,العين و الاذن,approved,462,1,2021-02-05 01:48:05,2021-02-05 01:48:05,NULL,NULL,NULL,products,NULL
476,Injectable medicines,الادوية عن طريق الحقن,approved,462,1,2021-02-05 01:48:28,2021-02-05 01:48:28,NULL,NULL,NULL,products,NULL
477,Intravenous infusion solutions,محاليل التسريب الوريدي,approved,462,1,2021-02-05 01:48:48,2021-02-05 01:48:48,NULL,NULL,NULL,products,NULL
478,Narcotic drugs,الادوية المخدرة,approved,462,1,2021-02-05 01:49:08,2021-02-05 01:49:08,NULL,NULL,NULL,products,NULL
479,Oral medicines,أدوية عن طريق الفم,approved,462,1,2021-02-05 01:49:28,2021-02-05 01:49:28,NULL,NULL,NULL,products,NULL
480,Skin medicine,الادوية الجلدية,approved,462,1,2021-02-05 01:49:45,2021-02-05 01:49:45,NULL,NULL,NULL,products,NULL
481,Vaccines,اللقاحات و المناعة,approved,462,1,2021-02-05 01:50:06,2021-02-05 01:50:06,NULL,NULL,NULL,products,NULL
482,Other,أخرى,approved,462,1,2021-02-05 01:50:19,2021-06-10 18:40:21,NULL,NULL,NULL,products,NULL
483,Herbal supplements,مكملات عشبية,approved,463,1,2021-02-05 01:50:36,2021-02-05 01:50:36,NULL,NULL,NULL,products,NULL
484,Metals,معادن,approved,463,1,2021-02-05 01:50:56,2021-02-05 01:50:56,NULL,NULL,NULL,products,NULL
485,Supplements,مكملات غذائية,approved,463,1,2021-02-05 01:51:11,2021-02-05 01:51:11,NULL,NULL,NULL,products,NULL
486,Vitamins,فيتامينات,approved,463,1,2021-02-05 01:51:25,2021-02-05 01:51:25,NULL,NULL,NULL,products,NULL
487,Other,أخرى,approved,463,1,2021-02-05 01:51:41,2021-06-10 18:40:40,NULL,NULL,NULL,products,NULL
488,Uniforms,الأزياء الموحدة,approved,4,1,2021-02-05 02:07:23,2022-05-25 20:17:16,NULL,NULL,NULL,products,NULL
489,Hospitality,فندقية,approved,1272,1,2021-02-05 02:07:59,2022-05-25 20:39:11,NULL,NULL,NULL,products,NULL
490,Military,عسكرية,approved,489,1,2021-02-05 02:08:11,2022-05-25 20:40:14,NULL,NULL,NULL,products,NULL
491,Restaurants,مطاعم,approved,490,1,2021-02-05 02:08:24,2022-05-25 20:40:38,NULL,NULL,NULL,products,NULL
492,Security and safety,أمن و سلامة,approved,491,1,2021-02-05 02:08:37,2022-05-25 20:41:05,NULL,NULL,NULL,products,NULL
493,The medical Centers,المراكز الصحية,approved,492,1,2021-02-05 02:10:05,2022-05-25 20:42:31,NULL,NULL,NULL,products,NULL
494,Other,أخرى,approved,34,1,2021-02-05 02:10:16,2022-05-25 17:26:32,NULL,NULL,NULL,products,NULL
499,Financial Devices,الأجهزة المالية,approved,5,1,2021-02-09 17:26:57,2022-08-04 17:47:08,NULL,NULL,NULL,products,NULL
500,Cashier,كاشير,approved,499,1,2021-02-09 17:29:18,2022-08-11 23:13:42,NULL,NULL,NULL,products,NULL
501,Banknote Counter,آلة عد النقود,approved,499,1,2021-02-09 17:29:44,2022-06-02 17:32:08,NULL,NULL,NULL,products,NULL
502,Counterfeit Bill Detector,كاشف النقود المزورة,approved,499,1,2021-02-09 17:30:38,2022-06-02 17:36:34,NULL,NULL,NULL,products,NULL
503,Safe,خزنة,approved,499,1,2021-02-09 17:30:56,2021-02-09 17:30:56,NULL,NULL,NULL,products,NULL
504,Other,أخرى,approved,953,1,2021-02-09 17:31:31,2022-06-02 17:45:58,NULL,NULL,NULL,products,NULL
505,Household,المنزلية,approved,506,1,2021-02-09 17:31:59,2022-06-02 18:36:09,NULL,NULL,NULL,products,NULL
506,Air Conditioners,أجهزة تكييف,approved,504,1,2021-02-09 17:32:45,2022-06-02 18:14:05,NULL,NULL,NULL,products,NULL
507,Electric Iron,كوايات,approved,505,1,2021-02-09 17:33:24,2021-02-09 17:33:24,NULL,NULL,NULL,products,NULL
508,Video Games,الألعاب الإلكترونية,approved,505,1,2021-02-09 17:33:51,2022-06-02 17:57:21,NULL,NULL,NULL,products,NULL
509,Hair Styling Tools,أدوات تصفيف الشعر,approved,510,1,2021-02-09 17:34:14,2022-06-02 18:18:29,NULL,NULL,NULL,products,NULL
510,Shaving Devices,أجهزة الحلاقة,approved,513,1,2021-02-09 17:35:17,2022-06-02 18:17:01,NULL,NULL,NULL,products,NULL
511,Vacuum Cleaners,مكانس كهربائية,approved,505,1,2021-02-09 17:35:47,2021-02-09 17:35:47,NULL,NULL,NULL,products,NULL
512,Washing and Dryer Machines,غسالات ونشافات,approved,505,1,2021-02-09 17:36:27,2021-02-09 17:36:27,NULL,NULL,NULL,products,NULL
513,Other,أخرى,approved,954,1,2021-02-09 17:36:46,2022-06-02 18:16:00,NULL,NULL,NULL,products,NULL
515,Applications and Software,تطبيقات وبرامج,approved,514,1,2021-02-09 17:37:51,2021-02-09 17:37:51,NULL,NULL,NULL,products,NULL
517,Applications,تطبيقات,approved,515,1,2021-02-09 17:38:54,2021-02-09 17:38:54,NULL,NULL,NULL,products,NULL
518,Software,برامج,approved,515,1,2021-02-09 17:39:21,2021-02-09 17:39:21,NULL,NULL,NULL,products,NULL
519,Data Centers,مراكز البيانات,approved,514,1,2021-02-09 17:40:32,2022-06-02 19:03:29,NULL,NULL,NULL,products,NULL
520,Integrated Systems,أنظمة متكاملة,approved,514,1,2021-02-09 17:41:21,2022-06-02 19:03:54,NULL,NULL,NULL,products,NULL
521,Networks,شبكات,approved,514,1,2021-02-09 17:41:45,2021-02-09 17:41:45,NULL,NULL,NULL,products,NULL
522,Security,حماية وأمان,approved,514,1,2021-02-09 17:42:14,2022-06-02 19:04:58,NULL,NULL,NULL,products,NULL
523,Other,أخرى,approved,509,1,2021-02-09 17:42:28,2022-06-02 18:59:52,NULL,NULL,NULL,products,NULL
525,Coffee,القهوة وملحقاتها,approved,524,1,2021-02-09 17:47:21,2022-06-13 18:40:57,NULL,NULL,NULL,products,NULL
528,Insect appliances,أجهزة الحشرات,approved,916,1,2021-02-09 17:49:04,2022-06-08 18:25:07,NULL,NULL,NULL,products,NULL
529,Microwaves,مايكرويف,approved,524,1,2021-02-09 17:49:27,2022-06-08 18:35:51,NULL,NULL,NULL,products,NULL
530,Ovens,أفران,approved,524,1,2021-02-09 17:49:52,2021-02-09 17:49:52,NULL,NULL,NULL,products,NULL
531,Cooling and Freezing,التبريد والتجميد,approved,524,1,2021-02-09 17:51:29,2022-06-08 18:43:07,NULL,NULL,NULL,products,NULL
532,Cooling,التبريد,approved,531,1,2021-02-09 17:51:50,2021-02-09 17:51:50,NULL,NULL,NULL,products,NULL
533,Freezing,التجميد,approved,531,1,2021-02-09 17:52:15,2022-06-08 19:59:42,NULL,NULL,NULL,products,NULL
534,Other,أخرى,approved,528,1,2021-02-09 17:52:31,2022-06-08 18:38:11,NULL,NULL,NULL,products,NULL
535,TVs and Entertainment Devices,التلفزيونات وأجهزة الترفيه,approved,5,1,2021-02-09 17:53:06,2022-06-08 20:05:28,NULL,NULL,NULL,products,NULL
537,Optical Projectors,أجهزة العرض الضوئية,approved,535,1,2021-02-09 17:54:10,2022-06-08 20:12:27,NULL,NULL,NULL,products,NULL
538,TVs,أجهزة التلفزيون,approved,535,1,2021-02-09 17:55:05,2021-02-09 17:55:05,NULL,NULL,NULL,products,NULL
539,Other,أخرى,approved,1250,1,2021-02-09 17:55:19,2022-06-08 20:07:38,NULL,NULL,NULL,products,NULL
541,Tablets and Smart Devices,اللوحيات والأجهزة الذكية,approved,5,1,2021-02-09 17:58:38,2022-06-08 20:16:23,NULL,NULL,NULL,products,NULL
542,Headphones and Speakers,سماعات وأدوات مكبرات الصوت,approved,541,1,2021-02-09 17:59:26,2021-02-09 17:59:26,NULL,NULL,NULL,products,NULL
543,Headphones,سماعات,approved,542,1,2021-02-09 17:59:51,2021-02-09 17:59:51,NULL,NULL,NULL,products,NULL
544,Audio Adjustment Tools,أدوات تعديل الصوت,approved,542,1,2021-02-09 18:00:30,2022-06-08 20:38:08,NULL,NULL,NULL,products,NULL
545,Speakers,أدوات تكبير الصوت,approved,542,1,2021-02-09 18:01:05,2021-02-09 18:01:05,NULL,NULL,NULL,products,NULL
546,Phones and Tablets,الهواتف والأجهزة اللوحية,approved,541,1,2021-02-09 18:02:05,2022-06-08 20:39:45,NULL,NULL,NULL,products,NULL
547,Accessories,اكسسوارات,approved,546,1,2021-02-09 18:02:36,2021-02-09 18:02:36,NULL,NULL,NULL,products,NULL
548,Landline,الهاتف الثابت,approved,546,1,2021-02-09 18:04:02,2021-02-09 18:04:02,NULL,NULL,NULL,products,NULL
549,Mobile and smartphones,الهواتف المحمولة و الذكية,approved,546,1,2021-02-09 18:04:23,2022-08-04 17:58:44,NULL,NULL,NULL,products,NULL
550,Tablets,أجهزة لوحية,approved,546,1,2021-02-09 18:04:46,2021-02-09 18:04:46,NULL,NULL,NULL,products,NULL
551,Other,أخرى,approved,1344,1,2021-02-09 18:05:02,2022-06-08 20:45:02,NULL,NULL,NULL,products,NULL
552,Disposables,المستهلكات,approved,7,1,2021-02-11 15:56:17,2022-06-13 21:20:22,NULL,NULL,NULL,products,NULL
553,Cork Plates and Cups,أواني وكاسات الفلين,approved,552,1,2021-02-11 15:56:32,2022-06-13 21:22:13,NULL,NULL,NULL,products,NULL
554,Packaging,التغليف,approved,552,1,2021-02-11 15:56:52,2021-02-11 15:56:52,NULL,NULL,NULL,products,NULL
555,Paper Products,الورقيات,approved,552,1,2021-02-11 15:57:10,2022-08-10 18:10:25,NULL,NULL,NULL,products,NULL
556,Plastic Plates and Cups,أواني وأكواب بلاستيكية,approved,552,1,2021-02-11 15:57:24,2022-06-13 19:46:56,NULL,NULL,NULL,products,NULL
557,Aluminum Foil Plates,أواني قصدير,approved,552,1,2021-02-11 15:57:42,2022-06-13 19:49:56,NULL,NULL,NULL,products,NULL
559,Other,أخرى,approved,913,1,2021-02-11 15:58:06,2022-06-13 16:47:15,NULL,NULL,NULL,products,NULL
560,Cooking Tools,أدوات الطهي,approved,7,1,2021-02-11 15:58:17,2022-06-13 19:50:30,NULL,NULL,NULL,products,NULL
561,Cake Molds,قوالب الكيك,approved,560,1,2021-02-11 15:58:37,2022-06-13 23:15:31,NULL,NULL,NULL,products,NULL
562,Frying Tools,أدوات القلي,approved,560,1,2021-02-11 15:58:54,2022-06-13 19:51:26,NULL,NULL,NULL,products,NULL
563,Grilling Tools,أدوات الشواء,approved,560,1,2021-02-11 15:59:08,2022-06-13 19:52:03,NULL,NULL,NULL,products,NULL
566,Oven Trays,صواني الفرن,approved,560,1,2021-02-11 16:12:01,2022-06-13 22:35:25,NULL,NULL,NULL,products,NULL
567,Other,أخرى,approved,559,1,2021-02-11 16:12:17,2022-06-13 16:47:47,NULL,NULL,NULL,products,NULL
568,Food Warmers and Coolers,حافظات الطعام,approved,7,1,2021-02-11 16:12:33,2022-06-13 19:56:57,NULL,NULL,NULL,products,NULL
569,Cold,البارد,approved,568,1,2021-02-11 16:12:47,2021-02-11 16:12:47,NULL,NULL,NULL,products,NULL
570,Drinks,المشروبات,approved,569,1,2021-02-11 16:13:03,2021-02-11 16:13:03,NULL,NULL,NULL,products,NULL
571,Food,الأطعمة,approved,569,1,2021-02-11 16:13:18,2021-02-11 16:13:18,NULL,NULL,NULL,products,NULL
572,Hot,الساخن,approved,568,1,2021-02-11 16:13:30,2021-02-11 16:13:30,NULL,NULL,NULL,products,NULL
573,Drinks,المشروبات,approved,572,1,2021-02-11 16:13:52,2021-02-11 16:13:52,NULL,NULL,NULL,products,NULL
574,Food,الأطعمة,approved,572,1,2021-02-11 16:14:08,2021-02-11 16:14:08,NULL,NULL,NULL,products,NULL
577,Dough tools,أدوات العجن,approved,575,1,2021-02-11 16:15:35,2021-02-11 16:15:35,NULL,NULL,NULL,products,NULL
578,Food packaging equipment,معدات تغليف الاطعمة,approved,575,1,2021-02-11 16:15:48,2021-02-11 16:15:48,NULL,NULL,NULL,products,NULL
580,Food scale,ميزان,approved,575,1,2021-02-11 16:16:33,2021-02-11 16:16:33,NULL,NULL,NULL,products,NULL
581,Mixers,خلاطات,approved,575,1,2021-02-11 16:16:47,2021-02-11 16:16:47,NULL,NULL,NULL,products,NULL
582,Other,أخرى,approved,567,1,2021-02-11 16:16:56,2022-06-13 16:49:33,NULL,NULL,NULL,products,NULL
583,Serveware,أدوات التقديم,approved,7,1,2021-02-11 16:17:14,2022-06-13 20:39:54,NULL,NULL,NULL,products,NULL
584,Cups and Glassware,الأكواب والكاسات,approved,583,1,2021-02-11 16:17:27,2022-06-13 20:50:59,NULL,NULL,NULL,products,NULL
585,Plates,الصحون,approved,583,1,2021-02-11 16:17:38,2022-06-13 20:47:43,NULL,NULL,NULL,products,NULL
587,Cutlery,الملاعق والشوك والسكاكين,approved,583,1,2021-02-11 16:18:03,2022-06-13 20:41:49,NULL,NULL,NULL,products,NULL
588,Other,أخرى,approved,1259,1,2021-02-11 16:18:14,2022-06-13 16:50:15,NULL,NULL,NULL,products,NULL
589,Food Service Storage Systems,أنظمة تخزين الغذاء,approved,7,1,2021-02-11 16:18:29,2022-06-13 21:14:33,NULL,NULL,NULL,products,NULL
595,Cooling and Freezing,التبريد والتجميد,approved,589,1,2021-02-11 16:19:58,2022-06-13 21:11:48,NULL,NULL,NULL,products,NULL
596,Cold Storage Rooms,غرف تبريد,approved,595,1,2021-02-11 16:20:14,2022-06-13 21:04:05,NULL,NULL,NULL,products,NULL
597,Display Refrigerators,ثلاجات عرض المنتجات,approved,595,1,2021-02-11 16:20:33,2022-06-13 21:10:49,NULL,NULL,NULL,products,NULL
601,Fire alarm systems,انظمة تنبيه الحرائق,approved,600,1,2021-02-11 16:22:02,2021-10-12 14:49:44,NULL,NULL,NULL,products,NULL
602,Fire fighting systems,انظمة مكافحة الحريق,approved,600,1,2021-02-11 16:22:59,2021-02-11 16:22:59,NULL,NULL,NULL,products,NULL
603,Fire fighting tools,ادوات مكافحة الحريق,approved,600,1,2021-02-11 16:23:15,2021-02-11 16:23:15,NULL,NULL,NULL,products,NULL
604,Surveillance cameras,كاميرات المراقبة,approved,600,1,2021-02-11 16:23:38,2021-02-11 16:23:38,NULL,NULL,NULL,products,NULL
605,Gas,غاز,approved,1401,1,2021-02-11 16:23:58,2022-06-13 21:33:56,NULL,NULL,NULL,products,NULL
606,Central cylinders,اسطوانات مركزية,approved,605,1,2021-02-11 16:24:18,2021-02-11 16:24:18,NULL,NULL,NULL,products,NULL
607,Individual cylinders,اسطوانات فردية,approved,605,1,2021-02-11 16:24:35,2021-10-12 14:48:57,NULL,NULL,NULL,products,NULL
609,Ice grinding,طحن الثلج,approved,608,1,2021-02-11 16:25:03,2021-02-11 16:25:03,NULL,NULL,NULL,products,NULL
610,Ice makers,صانعات الثلج,approved,608,1,2021-02-11 16:25:19,2021-02-11 16:25:19,NULL,NULL,NULL,products,NULL
613,Trollies,العربيات,approved,589,1,2021-02-11 16:25:59,2022-06-13 20:45:12,NULL,NULL,NULL,products,NULL
614,Service Trolley,عربيات الخدمة,approved,613,1,2021-02-11 16:26:17,2022-06-13 20:44:03,NULL,NULL,NULL,products,NULL
615,Insulated Food Trollies,عربيات حافظة للحرارة,approved,613,1,2021-02-11 16:26:31,2022-06-13 20:46:42,NULL,NULL,NULL,products,NULL
616,Other,أخرى,approved,622,1,2021-02-11 16:26:42,2022-06-13 16:51:16,NULL,NULL,NULL,products,NULL
622,Other,أخرى,approved,582,1,2021-02-11 16:28:08,2022-06-13 16:50:45,NULL,NULL,NULL,products,NULL
623,Disposables,المنتجات الاستهلاكية,approved,6,1,2021-02-11 19:21:20,2022-06-14 20:03:55,NULL,NULL,NULL,products,NULL
624,Tissues,المناديل,approved,623,1,2021-02-11 19:21:37,2022-06-14 19:58:37,NULL,NULL,NULL,products,NULL
625,Facial Tissues,الوجه,approved,624,1,2021-02-11 19:22:12,2022-06-14 20:35:21,NULL,NULL,NULL,products,NULL
626,Kitchen Towels,مناشف المطبخ,approved,624,1,2021-02-11 19:22:25,2022-06-08 21:21:01,NULL,NULL,NULL,products,NULL
627,Toilet Paper,دورات المياه,approved,624,1,2021-02-11 19:22:37,2022-06-14 20:36:21,NULL,NULL,NULL,products,NULL
628,Other,أخرى,approved,551,1,2021-02-11 19:22:49,2022-06-08 21:15:57,NULL,NULL,NULL,products,NULL
629,Towels and mops,الفوط و الممسحات,approved,630,1,2021-02-11 19:23:02,2022-06-08 22:41:41,NULL,NULL,NULL,products,NULL
630,Other,أخرى,approved,628,1,2021-02-11 19:23:40,2022-06-08 21:22:12,NULL,NULL,NULL,products,NULL
631,"Detergents, Disinfectants and Sterilizers",المنظفات والمطهرات والمعقمات,approved,6,1,2021-02-11 19:23:49,2022-06-08 22:43:32,NULL,NULL,NULL,products,NULL
632,Flooring,الارضيات,approved,631,1,2021-02-11 19:24:07,2021-02-11 19:24:07,NULL,NULL,NULL,products,NULL
634,Vinyl,الڤينيل,approved,632,1,2021-02-11 19:24:39,2022-06-14 20:22:37,NULL,NULL,NULL,products,NULL
635,Marble and Ceramic,الرخام والسيراميك,approved,632,1,2021-02-11 19:24:58,2022-06-14 20:24:43,NULL,NULL,NULL,products,NULL
636,Other,أخرى,approved,629,1,2021-02-11 19:25:10,2022-06-08 22:48:03,NULL,NULL,NULL,products,NULL
640,Kitchen Chemicals,منظفات المطبخ,approved,631,1,2021-02-11 19:26:20,2022-06-14 23:02:35,NULL,NULL,NULL,products,NULL
641,Aluminium,الألمنيوم,approved,9,1,2021-02-11 19:26:23,2021-02-11 19:26:23,NULL,NULL,NULL,products,NULL
642,Ovens,الافران,approved,640,1,2021-02-11 19:26:32,2021-02-11 19:26:32,NULL,NULL,NULL,products,NULL
644,Vegetables and fruits,الخضار و الفواكة,approved,646,1,2021-02-11 19:26:58,2022-06-08 23:02:57,NULL,NULL,NULL,products,NULL
645,"Bricks, cement, concrete",الطوب والاسمنت والخرسانة,approved,9,1,2021-02-11 19:27:10,2021-02-11 19:27:10,NULL,NULL,NULL,products,NULL
646,Other,أخرى,approved,636,1,2021-02-11 19:27:13,2022-06-08 22:52:52,NULL,NULL,NULL,products,NULL
647,Food,غذاء,approved,9,1,2021-02-11 19:27:25,2021-02-11 19:27:25,NULL,NULL,NULL,products,NULL
648,Laundry,مغسلة الملابس,approved,631,1,2021-02-11 19:27:32,2021-02-11 19:27:32,NULL,NULL,NULL,products,NULL
649,Powder,البودرة,approved,648,1,2021-02-11 19:27:44,2022-06-14 20:55:04,NULL,NULL,NULL,products,NULL
650,Glass factories,مصانع الزجاج,approved,9,1,2021-02-11 19:27:52,2021-02-11 19:27:52,NULL,NULL,NULL,products,NULL
651,Tablets,أقراص,approved,648,1,2021-02-11 19:27:59,2022-06-14 20:55:43,NULL,NULL,NULL,products,NULL
652,Gypsum,الجبس,approved,9,1,2021-02-11 19:28:07,2021-02-11 19:28:07,NULL,NULL,NULL,products,NULL
653,Other,أخرى,approved,644,1,2021-02-11 19:28:15,2022-06-12 21:06:12,NULL,NULL,NULL,products,NULL
654,Soap,الصابون,approved,631,1,2021-02-11 19:28:41,2021-02-11 19:28:41,NULL,NULL,NULL,products,NULL
655,"Marble, ceamic, stone",الرخام والسيراميك والحجر,approved,9,1,2021-02-11 19:28:43,2021-02-11 19:28:43,NULL,NULL,NULL,products,NULL
656,Hand Soap,صابون اليدين,approved,654,1,2021-02-11 19:28:56,2022-06-13 16:55:38,NULL,NULL,NULL,products,NULL
657,Paper factories,مصانع الورق,approved,9,1,2021-02-11 19:29:07,2021-02-11 19:29:07,NULL,NULL,NULL,products,NULL
658,Sterile Soap,صابون معقم,approved,654,1,2021-02-11 19:29:09,2022-06-13 16:57:22,NULL,NULL,NULL,products,NULL
659,Other,أخرى,approved,669,1,2021-02-11 19:29:21,2022-06-12 21:09:10,NULL,NULL,NULL,products,NULL
660,Plastic factories,مصانع البلاستيك,approved,9,1,2021-02-11 19:29:25,2021-02-11 19:29:25,NULL,NULL,NULL,products,NULL
661,Surfaces,الاسطح,approved,631,1,2021-02-11 19:29:37,2021-02-11 19:29:37,NULL,NULL,NULL,products,NULL
662,Printing press,مطابع,approved,9,1,2021-02-11 19:29:44,2021-02-11 19:29:44,NULL,NULL,NULL,products,NULL
663,Aluminum,ألمنيوم,approved,661,1,2021-02-11 19:29:50,2022-06-16 19:54:32,NULL,NULL,NULL,products,NULL
664,Cladding,كلادينج,approved,661,1,2021-02-11 19:30:04,2022-06-16 19:56:02,NULL,NULL,NULL,products,NULL
665,Steel factories,مصانع الحديد,approved,9,1,2021-02-11 19:30:06,2021-02-11 19:30:06,NULL,NULL,NULL,products,NULL
666,Other,أخرى,approved,1007,1,2021-02-11 19:30:20,2022-06-12 21:16:37,NULL,NULL,NULL,products,NULL
667,Water plants,مصانع مياة,approved,9,1,2021-02-11 19:30:25,2021-02-11 19:30:25,NULL,NULL,NULL,products,NULL
669,Other,أخرى,approved,653,1,2021-02-11 19:31:02,2022-06-12 21:07:23,NULL,NULL,NULL,products,NULL
670,Cleaning Tools and Equipment,معدات وأدوات التنظيف,approved,6,1,2021-02-11 19:31:42,2022-06-16 21:57:04,NULL,NULL,NULL,products,NULL
674,Carpet,السجاد,approved,673,1,2021-02-11 19:32:43,2021-02-11 19:32:43,NULL,NULL,NULL,products,NULL
675,Kitchen,مطابخ,approved,641,1,2021-02-11 19:32:48,2021-02-11 19:32:48,NULL,NULL,NULL,products,NULL
676,External Facilities,المرافق الخارجية,approved,673,1,2021-02-11 19:32:57,2022-06-13 17:04:56,NULL,NULL,NULL,products,NULL
677,Other,أخرى,approved,641,1,2021-02-11 19:33:12,2021-02-11 19:33:12,NULL,NULL,NULL,products,NULL
678,Flooring,الارضيات,approved,673,1,2021-02-11 19:33:13,2021-02-11 19:33:13,NULL,NULL,NULL,products,NULL
679,Parking,المواقف,approved,673,1,2021-02-11 19:33:29,2021-02-11 19:33:29,NULL,NULL,NULL,products,NULL
681,Cleaning Services,خدمات النظافة,approved,680,1,2021-02-11 19:34:00,2022-06-13 17:06:39,NULL,NULL,NULL,products,NULL
682,Moving clothes,نقل الملابس,approved,616,1,2021-02-11 19:34:14,2022-06-13 17:07:40,NULL,NULL,NULL,products,NULL
683,Waste Transport,نقل النفايات,approved,680,1,2021-02-11 19:34:26,2022-06-13 17:09:30,NULL,NULL,NULL,products,NULL
684,Brick,طوب,approved,645,1,2021-02-11 19:34:27,2021-02-11 19:34:27,NULL,NULL,NULL,products,NULL
685,Other,أخرى,approved,1030,1,2021-02-11 19:34:42,2022-06-13 16:34:34,NULL,NULL,NULL,products,NULL
686,Cement,اسمنت,approved,645,1,2021-02-11 19:34:50,2021-02-11 19:34:50,NULL,NULL,NULL,products,NULL
687,Dispensers,الموزعات,approved,6,1,2021-02-11 19:34:54,2022-08-11 23:23:36,NULL,NULL,NULL,products,NULL
688,Washing Machines,أجهزة غسيل الملابس,approved,687,1,2021-02-11 19:35:05,2022-06-16 21:40:56,NULL,NULL,NULL,products,NULL
